CVE ID,Severity,CVSS,EPSS %,Risk Score,SSVC Priority,SSVC Notation,Title,Vendors,Published
CVE-2024-1086,HIGH,7.8,99.283,69,ATTEND,A/N/T,Use-after-free in Linux kernel's netfilter: nf_tables component,Linux,2024-01-31
CVE-2025-27363,HIGH,8.1,98.477,68,ATTEND,A/N/T,CVE-2025-27363: An out of bounds write exists in FreeType versions 2.13.0 and below (newer versions of FreeType are ...,Freetype,2025-03-11
CVE-2024-9380,HIGH,7.2,99.266,68,ATTEND,A/N/T,CVE-2024-9380: An OS command injection vulnerability in the admin web console of Ivanti CSA before version 5.0.2 al...,Ivanti,2024-10-08
CVE-2024-31850,HIGH,8.6,99.48,68,ATTEND,P/Y/P,CVE-2024-31850: A path traversal vulnerability exists in the Java version of CData Arc < 23.4.8839 when running usin...,"Cdata, Jetty",2024-04-05
CVE-2024-31851,HIGH,8.6,99.298,68,ATTEND,P/Y/P,CVE-2024-31851: A path traversal vulnerability exists in the Java version of CData Sync < 23.4.8843 when running usi...,"Cdata, Jetty",2024-04-05
CVE-2024-21338,HIGH,7.8,98.866,68,ATTEND,A/N/T,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,2024-02-13
CVE-2024-38094,HIGH,7.2,99.093,68,ATTEND,A/N/T,Microsoft SharePoint Remote Code Execution Vulnerability,Microsoft,2024-07-09
CVE-2024-30088,HIGH,7.0,99.41,68,ATTEND,A/N/T,Windows Kernel Elevation of Privilege Vulnerability,Microsoft,2024-06-11
CVE-2025-21333,HIGH,7.8,98.169,67,ATTEND,A/N/T,Windows Hyper-V NT Kernel Integration VSP Elevation of Privilege Vulnerability,Microsoft,2025-01-14
CVE-2024-36991,HIGH,7.5,99.796,67,ATTEND,P/Y/P,Path Traversal on the “/modules/messaging/“ endpoint in Splunk Enterprise on Windows,Splunk,2024-07-01
CVE-2024-27199,HIGH,7.3,99.999,67,ATTEND,P/Y/P,CVE-2024-27199: In JetBrains TeamCity before 2023.11.4 path traversal allowing to perform limited admin actions  was...,Jetbrains,2024-03-04
CVE-2024-45388,HIGH,7.5,99.823,67,ATTEND,P/Y/P,Arbitrary file read in the `/api/v2/simulation` endpoint in hoverfly (`GHSL-2023-274`),"Hoverfly, Spectolabs",2024-09-02
CVE-2024-48766,HIGH,8.6,98.881,67,ATTEND,P/Y/P,CVE-2024-48766: NetAlertX 24.7.18 before 24.10.12 allows unauthenticated file reading because an HTTP client can ign...,Netalertx,2025-05-13
CVE-2024-6781,HIGH,7.5,99.826,67,ATTEND,P/Y/P,Calibre Arbitrary File Read,Calibre,2024-08-06
CVE-2024-49113,HIGH,7.5,99.389,67,ATTEND,P/Y/P,Windows Lightweight Directory Access Protocol (LDAP) Denial of Service Vulnerability,Microsoft,2024-12-10
CVE-2024-38193,HIGH,7.8,98.478,67,ATTEND,A/N/T,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,Microsoft,2024-08-13
CVE-2024-8957,HIGH,7.2,98.348,66,ATTEND,A/N/T,PTZOptics NDI and SDI Cameras Command Injection via NTP Address Configuration,Ptzoptics,2024-09-17
CVE-2024-7188,HIGH,7.3,99.156,66,ATTEND,P/Y/P,Bylancer Quicklancer GET Parameter listing sql injection,Bylancer,2024-07-29
CVE-2024-21512,HIGH,8.2,98.525,66,ATTEND,P/Y/P,CVE-2024-21512: Versions of the package mysql2 before 3.9.8 are vulnerable to Prototype Pollution due to improper us...,N/a,2024-05-29
CVE-2025-2264,HIGH,7.5,98.546,65,ATTEND,P/Y/P,Santesoft Sante PACS Server Path Traversal Information Disclosure,"Pacs, Santesoft",2025-03-13
CVE-2024-9916,HIGH,7.3,98.732,65,ATTEND,P/Y/P,HuangDou UTCMS cli.php os command injection,Huangdou,2024-10-13
CVE-2024-32736,HIGH,7.5,98.644,65,ATTEND,P/Y/P,CyberPower PowerPanel Enterprise SQL Injection,Cyberpower,2024-05-09
CVE-2024-32739,HIGH,7.5,98.225,64,ATTEND,P/Y/P,CyberPower PowerPanel Enterprise SQL Injection,Cyberpower,2024-05-09
CVE-2025-49113,CRITICAL,9.9,99.353,63,TRACK,P/N/T,CVE-2025-49113: Roundcube Webmail before 1.5.10 and 1.6.x before 1.6.11 allows remote code execution by authenticate...,Roundcube,2025-06-02
CVE-2024-46986,CRITICAL,10.0,99.432,63,TRACK,P/N/T,Arbitrary file write leading to RCE in Camaleon CMS,"Owen2345, Web",2024-09-18
CVE-2024-9264,CRITICAL,9.9,99.703,63,TRACK,P/N/T,Grafana SQL Expressions allow for remote code execution,Grafana,2024-10-18
CVE-2024-21650,CRITICAL,10.0,99.721,63,TRACK,P/N/T,XWiki Remote Code Execution vulnerability via user registration,Xwiki,2024-01-08
CVE-2024-5806,CRITICAL,9.1,99.52,62,TRACK,P/N/T,MOVEit Transfer Authentication Bypass Vulnerability,Progress,2024-06-25
CVE-2024-22120,CRITICAL,9.1,99.789,62,TRACK,P/N/T,Time Based SQL Injection in Zabbix Server Audit Log,Zabbix,2024-05-17
CVE-2024-25641,CRITICAL,9.1,99.468,62,TRACK,P/N/T,Cacti RCE vulnerability when importing packages,"Cacti, Management, Web",2024-05-13
CVE-2024-2044,CRITICAL,9.9,99.098,62,TRACK,P/N/T,Unsafe Deserialisation and Remote Code Execution by an Authenticated user in pgAdmin 4,"Pgadmin.org, The",2024-03-07
CVE-2024-29202,CRITICAL,10.0,99.11,62,TRACK,P/N/T,JumpServer vulnerable to Jinja2 template injection in Ansible leads to RCE in Celery,"Has, Jumpserver, The",2024-03-29
CVE-2024-1800,CRITICAL,9.9,98.875,62,TRACK,P/N/T,Progress Telerik Report Server Deserialization,"Progress Software Corporation, Report",2024-03-20
CVE-2025-34510,HIGH,8.8,99.16,61,TRACK,P/N/T,"Sitecore XM, XC, and XP Post-Auth RCE via Zip Slip",Sitecore,2025-06-17
CVE-2024-55877,CRITICAL,10.0,98.331,61,TRACK,P/N/T,XWiki allows remote code execution from account through macro descriptions and XWiki.XWikiSyntaxMacrosList,Xwiki,2024-12-12
CVE-2024-10915,HIGH,8.1,99.723,61,TRACK,P/N/T,D-Link DNS-320/DNS-320LW/DNS-325/DNS-340L account_mgr.cgi cgi_user_add os command injection,D-link,2024-11-06
CVE-2024-52875,HIGH,8.8,99.374,61,TRACK,P/N/T,CVE-2024-52875: An issue was discovered in GFI Kerio Control 9.2.5 through 9.4.5. The dest GET parameter passed to t...,Gfi,2025-01-31
CVE-2024-43360,CRITICAL,9.8,98.479,61,TRACK,P/N/T,ZoneMinder Time-based SQL Injection,Zoneminder,2024-08-12
CVE-2024-31984,CRITICAL,10.0,98.43,61,TRACK,P/N/T,XWiki Platform: Remote code execution through space title and Solr space facet,Xwiki,2024-04-10
CVE-2024-6386,CRITICAL,9.9,98.825,61,TRACK,P/N/T,WPML Multilingual CMS <= 4.6.12 - Authenticated(Contributor+) Remote Code Execution via Twig Server-Side Template Injection,"The, Twig, WordPress",2024-08-21
CVE-2024-32002,CRITICAL,9.1,99.063,61,TRACK,P/N/T,Git's recursive clones on case-insensitive filesystems that support symlinks are susceptible to Remote Code Execution,Git,2024-05-14
CVE-2024-29201,CRITICAL,10.0,98.534,61,TRACK,P/N/T,JumpServer's insecure Ansible playbook validation leads to RCE in Celery,"Has, Jumpserver, The",2024-03-29
CVE-2025-34511,HIGH,8.8,99.076,60,TRACK,P/N/T,Sitecore PowerShell Extension RCE via Unrestricted Upload,"Sitecore, The",2025-06-17
CVE-2024-28848,HIGH,8.8,98.87,60,TRACK,P/N/T,SpEL Injection in `GET /api/v1/policies/validation/condition/<expr>` in OpenMetadata,Open-metadata,2024-03-15
CVE-2025-48828,CRITICAL,9.0,98.547,59,TRACK,P/N/T,CVE-2025-48828: Certain vBulletin versions might allow attackers to execute arbitrary PHP code by abusing Template C...,"Template, Vbulletin",2025-05-27
CVE-2025-1094,HIGH,8.1,98.947,59,TRACK,P/N/T,PostgreSQL quoting APIs miss neutralizing quoting syntax in text that fails encoding validation,"N/a, PostgreSQL",2025-02-13
CVE-2024-3116,HIGH,7.4,99.593,59,TRACK,P/N/T,Remote Code Execution Vulnerability through the validate binary path API in pgAdmin 4,"Pgadmin.org, The",2024-04-04
CVE-2024-21683,HIGH,7.2,99.893,59,TRACK,P/N/T,CVE-2024-21683: This High severity RCE (Remote Code Execution) vulnerability was introduced in version 5.2 of Conflu...,"And, Atlassian",2024-05-21
CVE-2024-32030,HIGH,8.1,99.061,59,TRACK,P/N/T,Remote code execution via JNDI resolution in JMX metrics collection in Kafka UI,Provectus,2024-06-19
CVE-2024-26229,HIGH,7.8,99.163,59,TRACK,P/N/T,Windows CSC Service Elevation of Privilege Vulnerability,Microsoft,2024-04-09
CVE-2024-24590,HIGH,8.0,98.992,59,TRACK,P/N/T,CVE-2024-24590: Deserialization of untrusted data can occur in versions 0.17.0 to 1.14.2 of the client SDK of Allegr...,Allegro.ai,2024-02-06
CVE-2025-1661,CRITICAL,9.8,99.65,58,TRACK,N/Y/T,HUSKY – Products Filter Professional for WooCommerce <= 1.3.6.5 - Unauthenticated Local File Inclusion,"Realmag777, The, WordPress",2025-03-11
CVE-2024-4898,CRITICAL,9.8,99.494,58,TRACK,N/Y/T,InstaWP Connect – 1-click WP Staging & Migration <= 0.1.0.38 - Missing Authorization to Unauthenticated API setup/Arbitrary Options Update/Administrative User Creation,"Instawp, WordPress",2024-06-12
CVE-2024-36412,CRITICAL,10.0,99.825,58,TRACK,N/Y/T,SuiteCRM unauthenticated SQL Injection,Salesagility,2024-06-10
CVE-2024-36404,CRITICAL,9.8,99.521,58,TRACK,N/Y/T,GeoTools Remote Code Execution (RCE) vulnerability in evaluating XPath expressions,Geotools,2024-07-02
CVE-2024-51568,CRITICAL,10.0,99.761,58,TRACK,N/Y/T,CVE-2024-51568: CyberPanel (aka Cyber Panel) before 2.3.5 allows Command Injection via completePath in the ProcessUt...,N/a,2024-10-29
CVE-2024-9234,CRITICAL,9.8,99.721,58,TRACK,N/Y/T,GutenKit <= 2.1.0 - Unauthenticated Arbitrary File Upload,"Ataurr, WordPress",2024-10-11
CVE-2024-9989,CRITICAL,9.8,99.633,58,TRACK,N/Y/T,Crypto <= 2.15 - Authentication Bypass via log_in,"Odude, WordPress",2024-10-29
CVE-2024-9047,CRITICAL,9.8,99.708,58,TRACK,N/Y/T,WordPress File Upload <= 4.24.11 - Unauthenticated Path Traversal to Arbitrary File Read and Deletion in wfu_file_downloader.php,"Nickboss, PHP, WordPress",2024-10-12
CVE-2024-10924,CRITICAL,9.8,99.827,58,TRACK,N/Y/T,"Really Simple Security (Free, Pro, and Pro Multisite) 9.0.0 - 9.1.1.1 - Authentication Bypass","Really Simple Plugins, Rogierlankhorst, WordPress",2024-11-15
CVE-2024-3094,CRITICAL,10.0,99.345,58,TRACK,N/Y/T,Xz: malicious code in distributed source,Red Hat,2024-03-29
CVE-2024-3922,CRITICAL,10.0,99.521,58,TRACK,N/Y/T,Dokan Pro <= 3.10.3 - Unauthenticated SQL Injection,"The, Wedevs, WordPress",2024-06-13
CVE-2024-3495,CRITICAL,9.8,99.816,58,TRACK,N/Y/T,Country State City Dropdown CF7 <= 2.7.2 - Unauthenticated SQL Injection,"The, Trustyplugins, WordPress",2024-05-22
CVE-2024-8856,CRITICAL,9.8,99.68,58,TRACK,N/Y/T,Backup and Staging by WP Time Capsule <= 1.22.21 - Unauthenticated Arbitrary File Upload,"Revmakx, WordPress",2024-11-16
CVE-2024-8522,CRITICAL,10.0,99.421,58,TRACK,N/Y/T,LearnPress – WordPress LMS Plugin <= 4.2.7 - Unauthenticated SQL Injection via 'c_only_fields',"The, Thimpress, WordPress",2024-09-12
CVE-2024-8353,CRITICAL,10.0,99.7,58,TRACK,N/Y/T,GiveWP – Donation Plugin and Fundraising Platform <= 3.16.1 - Unauthenticated PHP Object Injection,"Webdevmattcrom, WordPress",2024-09-28
CVE-2024-22320,CRITICAL,9.8,99.699,58,TRACK,N/Y/T,IBM Operational Decision Manager code execution,IBM,2024-02-02
CVE-2024-44000,CRITICAL,9.8,99.756,58,TRACK,N/Y/T,WordPress LiteSpeed Cache plugin < 6.5.0.1 - Unauthenticated Account Takeover via Cookie Leak vulnerability,"Litespeed Technologies, WordPress",2024-10-20
CVE-2024-7954,CRITICAL,9.8,99.857,58,TRACK,N/Y/T,SPIP porte_plume Plugin Arbitrary PHP Execution,Spip,2024-08-23
CVE-2024-21633,HIGH,7.8,98.736,58,TRACK,P/N/T,Arbitrary file write on Decoding,Ibotpeaches,2024-01-03
CVE-2024-32640,CRITICAL,9.8,99.826,58,TRACK,N/Y/T,MasaCMS SQL Injection vulnerability,Masacms,2025-08-11
CVE-2024-2876,CRITICAL,9.8,99.654,58,TRACK,N/Y/T,"CVE-2024-2876: The Email Subscribers by Icegram Express – Email Marketing, Newsletters, Automation for WordPress & ...","Icegram, The, WordPress",2024-05-02
CVE-2024-2879,CRITICAL,9.8,99.799,58,TRACK,N/Y/T,CVE-2024-2879: The LayerSlider plugin for WordPress is vulnerable to SQL Injection via the ls_get_popup_markup acti...,"Layerslider, The, WordPress",2024-04-03
CVE-2024-0204,CRITICAL,9.8,99.77,58,TRACK,N/Y/T,Authentication Bypass in GoAnywhere MFT,Fortra,2024-01-22
CVE-2024-1071,CRITICAL,9.8,99.785,58,TRACK,N/Y/T,"CVE-2024-1071: The Ultimate Member – User Profile, Registration, Login, Member Directory, Content Restriction & Mem...","The, Ultimatemember, WordPress",2024-03-13
CVE-2024-1512,CRITICAL,9.8,99.854,58,TRACK,N/Y/T,CVE-2024-1512: The MasterStudy LMS WordPress Plugin – for Online Courses and Education plugin for WordPress is vuln...,"Stylemix, The, WordPress",2024-02-17
CVE-2024-1698,CRITICAL,9.8,99.864,58,TRACK,N/Y/T,"CVE-2024-1698: The NotificationX – Best FOMO, Social Proof, WooCommerce Sales Popup & Notification Bar Plugin With ...","The, WordPress, Wpdevteam",2024-02-27
CVE-2025-32432,CRITICAL,10.0,98.872,57,TRACK,N/Y/T,Craft CMS Allows Remote Code Execution,Craftcms,2025-04-25
CVE-2025-29927,CRITICAL,9.1,99.691,57,TRACK,N/Y/T,Authorization Bypass in Next.js Middleware,"React, Vercel",2025-03-21
CVE-2024-4323,CRITICAL,9.8,99.204,57,TRACK,N/Y/T,Fluent Bit Memory Corruption Vulnerability,"Fluent Bit, Http",2024-05-20
CVE-2024-37084,CRITICAL,9.8,99.042,57,TRACK,N/Y/T,CVE-2024-37084: Remote code execution in Spring Cloud Data Flow,"Skipper, Spring, The",2024-07-25
CVE-2024-9707,CRITICAL,9.8,99.396,57,TRACK,N/Y/T,Hunk Companion <= 1.8.4 - Missing Authorization to Unauthenticated Arbitrary Plugin Installation/Activation,"Themehunk, WordPress",2024-10-11
CVE-2024-9932,CRITICAL,9.8,99.426,57,TRACK,N/Y/T,Wux Blog Editor <= 3.0.0 - Unauthenticated Arbitrary File Upload,"Jurredeklijn, WordPress",2024-10-26
CVE-2024-10571,CRITICAL,9.8,99.131,57,TRACK,N/Y/T,Chartify – WordPress Chart Plugin <= 2.9.5 - Unauthenticated Local File Inclusion via source,"Ays-pro, The, WordPress",2024-11-14
CVE-2024-12209,CRITICAL,9.8,99.31,57,TRACK,N/Y/T,WP Umbrella: Update Backup Restore & Monitoring <= 2.17.0 - Unauthenticated Local File Inclusion,"The, WordPress, Wphealth",2024-12-08
CVE-2024-52433,CRITICAL,9.8,98.966,57,TRACK,N/Y/T,WordPress My Geo Posts Free plugin <= 1.2 - PHP Object Injection vulnerability,"Mindstien Technologies, WordPress",2024-11-18
CVE-2024-8275,CRITICAL,9.8,98.973,57,TRACK,N/Y/T,The Events Calendar <= 6.6.4 - Unauthenticated SQL Injection,"The, Theeventscalendar, WordPress",2024-09-25
CVE-2024-22274,HIGH,7.2,98.465,57,TRACK,P/N/T,CVE-2024-22274: The vCenter Server contains an authenticated remote code execution vulnerability. A malicious actor ...,"N/a, Vcenter",2024-05-21
CVE-2024-43160,CRITICAL,10.0,99.07,57,TRACK,N/Y/T,WordPress BerqWP plugin <= 1.7.6 - Unauthenticated Arbitrary File Upload vulnerability,"Berqwp, WordPress",2024-08-13
CVE-2024-7854,CRITICAL,10.0,98.954,57,TRACK,N/Y/T,Woo Inquiry <= 0.1 - Unauthenticated SQL Injection,"Sjhoo, The, WordPress",2024-08-21
CVE-2024-38077,CRITICAL,9.8,99.314,57,TRACK,N/Y/T,Windows Remote Desktop Licensing Service Remote Code Execution Vulnerability,Microsoft,2024-07-09
CVE-2024-0778,HIGH,8.0,98.203,57,TRACK,P/N/T,Uniview ISC 2500-S VM.php setNatConfig os command injection,Uniview,2024-01-22
CVE-2025-27007,CRITICAL,9.8,98.781,56,TRACK,N/Y/T,WordPress SureTriggers <= 1.0.82 - Privilege Escalation Vulnerability,"Brainstorm Force, WordPress",2025-05-01
CVE-2024-4434,CRITICAL,9.8,98.911,56,TRACK,N/Y/T,LearnPress – WordPress LMS Plugin <= 4.2.6.5 - Unauthenticated Time-Based SQL Injection,"The, Thimpress, WordPress",2024-05-10
CVE-2024-11613,CRITICAL,9.8,98.614,56,TRACK,N/Y/T,"WordPress File Upload <= 4.24.15 - Unauthenticated Remote Code Execution, Arbitrary File Read, and Arbitrary File Deletion","Nickboss, The, WordPress",2025-01-08
CVE-2024-33610,CRITICAL,9.1,99.043,56,TRACK,N/Y/T,"CVE-2024-33610: ""sessionlist.html"" and ""sys_trayentryreboot.html"" are accessible with no authentication. ""sessionlis...","Sharp Corporation, Toshiba Tec Corporation",2024-11-26
CVE-2024-9290,CRITICAL,9.8,98.525,56,TRACK,N/Y/T,Super Backup & Clone - Migrate for WordPress <= 2.3.3 - Unauthenticated Arbitrary File Upload,"Azzaroco, WordPress",2024-12-13
CVE-2024-10542,CRITICAL,9.8,98.666,56,TRACK,N/Y/T,"Spam protection, Anti-Spam, FireWall by CleanTalk <= 6.43.2 - Authorization Bypass via Reverse DNS Spoofing to Unauthenticated Arbitrary Plugin Installation","Cleantalk, WordPress",2024-11-26
CVE-2024-10124,CRITICAL,9.8,98.828,56,TRACK,N/Y/T,Vayu Blocks – Gutenberg Blocks for WordPress & WooCommerce <= 1.1.1 - Missing Authorization to Unauthenticated Arbitrary Plugin Installation/Activation,"Themehunk, WordPress",2024-12-12
CVE-2024-10443,CRITICAL,9.8,98.588,56,TRACK,N/Y/T,CVE-2024-10443: Improper neutralization of special elements used in an OS command ('OS Command Injection') vulnerabi...,Synology,2024-11-15
CVE-2024-22476,CRITICAL,10.0,98.562,56,TRACK,N/Y/T,CVE-2024-22476: Improper input validation in some Intel(R) Neural Compressor software before version 2.5.0 may allow...,N/a,2024-05-16
CVE-2024-43468,CRITICAL,9.8,98.855,56,TRACK,N/Y/T,Microsoft Configuration Manager Remote Code Execution Vulnerability,Microsoft,2024-10-08
CVE-2024-7094,CRITICAL,9.8,98.672,56,TRACK,N/Y/T,JS Help Desk – The Ultimate Help Desk & Support Plugin <= 2.8.6 - Unauthenticated PHP Code Injection to Remote Code Execution,"Rabilal, The, WordPress",2024-08-13
CVE-2024-6028,CRITICAL,9.8,98.916,56,TRACK,N/Y/T,Quiz Maker <= 6.5.8.3 - Unauthenticated SQL Injection via 'ays_questions' Parameter,"Ays-pro, The, WordPress",2024-06-25
CVE-2024-28253,CRITICAL,9.4,99.226,56,TRACK,N/Y/T,SpEL Injection in `PUT /api/v1/policies` in OpenMetadata,Open-metadata,2024-03-15
CVE-2024-26304,CRITICAL,9.8,98.748,56,TRACK,N/Y/T,CVE-2024-26304: There is a buffer overflow vulnerability in the underlying L2/L3 Management service that could lead ...,Hewlett Packard Enterprise (hpe),2024-05-01
CVE-2025-24865,CRITICAL,10.0,98.329,55,TRACK,N/Y/T,mySCADA myPRO Manager Missing Authentication for Critical Function,Myscada,2025-02-13
CVE-2024-51788,CRITICAL,10.0,98.231,55,TRACK,N/Y/T,WordPress The Novel Design Store Directory plugin <= 4.3.0 - Arbitrary File Upload vulnerability,"Joshua Wolfe, Web, WordPress",2024-11-11
CVE-2024-9933,CRITICAL,9.8,98.187,55,TRACK,N/Y/T,WatchTowerHQ <= 3.9.6 - Authentication Bypass to Administrator due to Missing Empty Value Check,"Watchtowerhq, WordPress",2024-10-26
CVE-2024-8529,CRITICAL,10.0,98.225,55,TRACK,N/Y/T,LearnPress – WordPress LMS Plugin <= 4.2.7 - Unauthenticated SQL Injection via 'c_fields',"The, Thimpress, WordPress",2024-09-12
CVE-2024-6127,CRITICAL,9.8,98.343,55,TRACK,N/Y/T,BC Security Empire Path Traversal RCE,Bc Security,2024-06-27
CVE-2024-49668,CRITICAL,10.0,98.231,55,TRACK,N/Y/T,WordPress Verbalize WP plugin <= 1.0 - Arbitrary File Upload vulnerability,"Admin, Web, WordPress",2024-10-23
CVE-2024-28185,CRITICAL,10.0,98.298,55,TRACK,N/Y/T,Judge0 vulnerable to Sandbox Escape via Symbolic Link,Judge0,2024-04-18
CVE-2024-27130,HIGH,7.2,99.148,53,TRACK,N/Y/T,"QTS, QuTS hero",Qnap Systems Inc.,2024-05-21
CVE-2024-47076,HIGH,8.6,99.109,53,TRACK,P/N/P,libcupsfilters's cfGetPrinterAttributes5 does not validate IPP attributes returned from an IPP server,"Ipp, Openprinting",2024-09-26
CVE-2024-20440,HIGH,7.5,98.738,53,TRACK,N/Y/T,"CVE-2024-20440: A vulnerability in Cisco Smart Licensing Utility could allow an unauthenticated, remote attacker to ...",Cisco,2024-09-04
CVE-2024-21644,HIGH,7.5,99.425,52,TRACK,P/N/P,pyLoad unauthenticated flask configuration leakage,Pyload,2024-01-08
CVE-2024-38514,HIGH,7.4,98.445,52,TRACK,N/Y/T,NextChat Server-Side Request Forgery (SSRF),"Chatgptnextweb, Nextchat, Their",2024-06-28
CVE-2025-49619,HIGH,8.5,98.246,51,TRACK,P/N/P,CVE-2025-49619: Skyvern through 0.1.85 is vulnerable to server-side template injection (SSTI) in the Prompt field of...,"Skyvern, The, To",2025-06-07
CVE-2024-27956,CRITICAL,9.9,99.797,51,TRACK,N/Y/P,WordPress Automatic plugin <= 3.92.0 - Unauthenticated Arbitrary SQL Execution vulnerability,"Valvepress, WordPress",2024-03-21
CVE-2024-43917,CRITICAL,9.3,99.456,49,TRACK,N/Y/P,WordPress TI WooCommerce Wishlist plugin <= 2.8.2 - SQL Injection vulnerability,"Templateinvaders, WordPress",2024-08-29
CVE-2024-7856,CRITICAL,9.1,98.814,48,TRACK,N/Y/P,"MP3 Audio Player – Music Player, Podcast Player & Radio by Sonaar <= 5.7.0.1 - Missing Authorization to Authenticated (Subscriber+) Arbitrary File Deletion","Sonaar, WordPress",2024-08-29
CVE-2024-1061,HIGH,8.6,99.297,48,TRACK,N/Y/P,"CVE-2024-1061: The 'HTML5 Video Player' WordPress Plugin, version < 2.5.25 is affected by an unauthenticated SQL in...",WordPress,2024-01-30
CVE-2024-4956,HIGH,7.5,99.889,47,TRACK,N/Y/P,Nexus Repository 3 - Path Traversal,Sonatype,2024-05-16
CVE-2024-27292,HIGH,7.5,99.861,47,TRACK,N/Y/P,Docassemble unauthorized access through URL manipulation,Jhpyle,2024-02-29
CVE-2024-9935,HIGH,7.5,99.779,47,TRACK,N/Y/P,PDF Generator Addon for Elementor Page Builder <= 1.7.5 - Unauthenticated Arbitrary File Download,"Redefiningtheweb, The, WordPress",2024-11-16
CVE-2024-10400,HIGH,7.5,99.789,47,TRACK,N/Y/P,Tutor LMS <= 2.7.6 - Unauthenticated SQL Injection via rating_filter,"The, Themeum, WordPress",2024-11-21
CVE-2024-12849,HIGH,7.5,99.711,47,TRACK,N/Y/P,Error Log Viewer By WP Guru <= 1.0.1.3 - Missing Authorization to Unauthenticated Arbitrary File Read,"The, WordPress, Wpguruin",2025-01-07
CVE-2024-34351,HIGH,7.5,99.705,47,TRACK,N/Y/P,Next.js Server-Side Request Forgery in Server Actions,"Application, In, Js",2024-05-09
CVE-2024-38816,HIGH,7.5,99.83,47,TRACK,N/Y/P,CVE-2024-38816: Path traversal vulnerability in functional web frameworks,Spring,2024-09-13
CVE-2024-26026,HIGH,7.5,99.438,47,TRACK,N/Y/P,BIG-IP Central Manager SQL Injection,F5,2024-05-08
CVE-2024-0352,HIGH,7.3,99.671,47,TRACK,N/Y/P,Likeshop HTTP POST Request File.php userFormImage unrestricted upload,"File, N/a",2024-01-09
CVE-2024-4439,HIGH,7.2,99.669,46,TRACK,N/Y/P,CVE-2024-4439: WordPress Core is vulnerable to Stored Cross-Site Scripting via user display names in the Avatar blo...,"WordPress, Wordpress Foundation",2024-05-03
CVE-2024-54385,HIGH,7.2,99.349,46,TRACK,N/Y/P,WordPress Radio Player plugin <= 2.0.82 - Server Side Request Forgery (SSRF) vulnerability,"Allows, Softlab, WordPress",2024-12-16
CVE-2024-36117,HIGH,8.6,98.414,46,TRACK,N/Y/P,Path traversal while serving Reposilite javadoc expanded files,Dzikoysk,2024-06-19
CVE-2024-51479,HIGH,7.5,98.955,46,TRACK,N/Y/P,Authorization bypass in Next.js,"React, Vercel",2024-12-17
CVE-2024-9061,HIGH,7.3,99.458,46,TRACK,N/Y/P,WP Popup Builder – Popup Forms and Marketing Lead Generation <= 1.3.5 - Unauthenticated Arbitrary Shortcode Execution via wp_ajax_nopriv_shortcode_Api_Add,"Themehunk, WordPress",2024-10-16
CVE-2024-9593,HIGH,8.3,98.633,46,TRACK,N/Y/P,Time Clock <= 1.2.2 & Time Clock Pro <= 1.1.4 - Unauthenticated (Limited) Remote Code Execution,"Scott Paterson, Scottpaterson, The",2024-10-18
CVE-2024-50340,HIGH,7.3,99.264,46,TRACK,N/Y/P,Ability to change environment from query in symfony/runtime,"PHP, Symfony",2024-11-06
CVE-2024-21182,HIGH,7.5,99.39,46,TRACK,N/Y/P,CVE-2024-21182: Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core).  ...,"Oracle, Weblogic",2024-07-16
CVE-2024-21006,HIGH,7.5,99.316,46,TRACK,N/Y/P,CVE-2024-21006: Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core).  ...,"Oracle, Weblogic",2024-04-16
CVE-2024-21793,HIGH,7.5,99.296,46,TRACK,N/Y/P,BIG-IP Central Manager OData Injection Vulnerability,F5,2024-05-08
CVE-2024-8484,HIGH,7.5,98.746,45,TRACK,N/Y/P,REST API TO MiniProgram <= 4.7.1 - Unauthenticated SQL Injection,"The, WordPress, Xjb",2024-09-25
CVE-2024-38819,HIGH,7.5,98.505,45,TRACK,N/Y/P,CVE-2024-38819: Applications serving static resources through the functional web frameworks WebMvc.fn or WebFlux.fn ...,N/a,2024-12-19
CVE-2025-26794,HIGH,7.5,98.468,44,TRACK,N/Y/P,"CVE-2025-26794: Exim 4.98 before 4.98.1, when SQLite hints and ETRN serialization are used, allows remote SQL inject...",Exim,2025-02-21
CVE-2025-24799,HIGH,7.5,98.312,44,TRACK,N/Y/P,GLPI allows unauthenticated SQL injection through the inventory endpoint,Glpi-project,2025-03-18
CVE-2024-10958,HIGH,7.3,98.219,44,TRACK,N/Y/P,WP Photo Album Plus <= 8.8.08.007 - Unauthenticated Arbitrary Shortcode Execution via getshortcodedrenderedfenodelay,"Opajaap, WordPress",2024-11-10
CVE-2024-10793,HIGH,7.2,98.531,44,TRACK,N/Y/P,WP Activity Log <= 5.2.1 - Unauthenticated Stored Cross-Site Scripting via User_id Parameter,"Melapress, WordPress",2024-11-15
CVE-2024-12270,HIGH,7.5,98.312,44,TRACK,N/Y/P,Beautiful Taxonomy Filters <= 2.4.3 - Unauthenticated SQL Injection,"Jonathandejong, The, WordPress",2024-12-07
